 ,Name,ID,ResId,Transform,ResType,AniType,AniSpeed,AniScale,AniDir,AniColor,AniTrans,MagicProperty_OffsetType,AniOffset,OriginType,FadeType,InheritSR,TopmostEffect,AniOpt1Scale,AniOpt2Scale,AniOpt3Scale,,,删除
2,通用（击中1）,2032,157,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,通用（击中2）,2033,161,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,力劈华山（施法）,2034,7869,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,力劈华山（跟踪）,2035,7998,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,力劈华山（击中）,2036,8004,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,磐石心法（施法光效）,2037,8048,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,磐石心法（施法字）,2038,8201,,0,0,1,1.3,0,,255,,0;15;0,,,1,,0.7,0.4,0.1,,,删除
2,破军心法（施法光效）,2039,8049,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,破军心法（施法字）,2040,8202,,0,0,1,1.3,0,,255,,0;15;0,,,1,,0.7,0.4,0.1,,,删除
2,逆斩乾坤（施法字）,2041,8774,,0,0,1.2,1,0,,255,,0;250;0,,,1,,0.7,0.4,0.1,,,删除
2,怒发冲冠（施法字）,2042,8775,,0,0,1.2,1,0,,255,,0;250;0,,,1,,0.7,0.4,0.1,,,删除
2,天旋地转（施法字）,2043,8777,,0,0,1.2,1,0,,255,,0;250;0,,,1,,0.7,0.4,0.1,,,删除
2,意志坚定（施法字）,2044,8780,,0,2,1.2,1,0,,255,,0;250;0,,,1,,0.7,0.4,0.1,,,删除
2,流星赶月（施法字）,2045,8773,,0,0,1.2,1,0,,255,,0;250;0,,,1,,0.7,0.4,0.1,,,删除
2,废弃,2046,13291,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,战八荒（新）,2047,11157,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,金·碎虚空（施法）,2048,9733,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,刀气纵横（新）,2049,8642,,0,0,2,0.9,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,刀气纵横2（新）,2050,8423,,0,0,2,1,1,,255,,0;-100;0,,,1,,0.7,0.4,0.1,,,删除
2,金戈铁马（预留）,2051,110,,0,0,2,0.9,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,金戈铁马（跟踪新）,2052,575,,0,0,2,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,裂空斩（新）,2053,7867,,0,0,1.4,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,抽刀断水（新）,2054,8422,,0,0,1,0.5,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,破坚阵（新）,2055,11143,,0,0,1,0.9,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,浩如海（施法新）,2056,6419,,0,0,1,2,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,啸如虎（持续）,2057,10962,,0,0,1,2,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,金·碎虚空（击中）,2058,11244,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,乱披风（击中）,2059,11141,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,千军辟易（新跟踪）,2060,13254,,0,0,1,1.3,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,金·弑鬼神（新施法）,2061,13283,,0,1,1,0.8,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,金·弑鬼神（新击中）,2062,13284,,0,1,1,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,浩如海（新施法）,2063,13210,,0,1,1.5,1.2,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,浩如海（新BUFF）,2064,13852,,0,1,1,1.3,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,斩阎罗（新施法）,2065,13330,,0,1,1,1.2,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,斩阎罗（新击中）,2066,13649,,0,1,1,1.5,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,势如龙（新施法）,2067,13291,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,势如龙（新跟踪）,2068,16604,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,废弃,2069,13314,,0,1,1,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,江河断（新施法）,2070,17034,,0,1,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,镇山河（新施法）,2071,13382,,0,1,1,1.2,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,镇山河（新飞行）,2072,13381,,0,1,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,镇山河（新击中）,2073,13383,,0,1,1,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,裂苍穹（新施法）,2074,13233,,0,1,1.3,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,裂苍穹（新击中）,2075,13234,,0,1,1,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,碎虚空（新施法）,2076,11243,,0,1,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,碎虚空（新击中）,2077,11244,,0,1,1,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,修罗斩1（新施法）,2078,13311,,0,1,1,1.3,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,修罗斩2（新施法）,2079,13312,,0,1,1,1.3,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,修罗斩3（新施法）,2080,13313,,0,1,1,1.2,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,修罗斩1（新击中）,2081,13314,,0,1,1,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,修罗斩2（新击中）,2082,13636,,0,1,1,1.5,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,真武男_创建角色,2083,22744,,0,1,1,1,1,,255,,,,,1,,1,1,1,,,删除
2,真武女_创建角色,2084,22744,,0,1,1,1,1,,255,,,,,1,,1,1,1,,,删除
2,破坚阵（上班版爆炸）,2085,20136,,0,1,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,破坚阵（上班版施法）,2086,20143,,0,1,1.2,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,破坚阵（上班版绑拳头）,2087,20135,,0,1,1,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,飞影-流星1,2101,23031,,0,1,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,飞影-流星2,2102,23047,,0,1,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,飞影-流星3,2103,23048,,0,1,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,飞影-断空,2104,23032,,0,1,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,飞影-风斩,2105,23033,,0,1,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,飞影-掠影,2106,23104,,0,1,1,1,1,,255,,,,,0,,0.7,0.4,0.1,,,删除
2,飞影-火·炎狱,2107,23049,,0,1,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,飞影-逐月,2108,23035,,0,1,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,飞影-影遁,2109,23036,,0,1,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,飞影-杀意,2110,23051,,0,1,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,飞影-影舞,2111,23038,,0,1,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,飞影-火·刺骨,2112,23039,,0,1,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,飞影-星爆,2113,23040,,0,1,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,飞影-魂灭,2114,23042,,0,1,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,飞影-瞬狱绝杀,2115,23043,,0,1,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,飞影-影遁2,2116,23037,,0,1,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,飞影-星爆2,2117,23041,,0,1,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,飞影-火·炎狱2,2118,23050,,0,1,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,飞影-掠影2,2119,23105,,0,1,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,飞影-受击金色1（受击）,2120,23119,,0,0,1,1,0,,255,,0;85;0,,,0,,0.7,0.4,0.1,,,删除
2,飞影-受击火（受击）,2121,23124,,0,0,1,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,飞影-火·锁魄（施法）,2122,23110,,0,1,1,1,1,,255,,0;65;0,,,1,,0.7,0.4,0.1,,,删除
2,飞影-火·锁魄（击中）,2123,23111,,0,1,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,飞影-火·锁魄（BUFF）,2124,23108,,0,1,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,飞影-火·锁魄（飞行）,2125,23109,,0,1,1,1,1,,255,,0;65;0,,,1,,0.7,0.4,0.1,,,删除
2,飞影-受击金色1（受击）,2126,23119,,0,0,1,1,0,,255,,0;85;0,,,0,,0.7,0.4,0.1,,,删除
2,飞影-受击金色2（受击）,2127,23120,,0,0,1,1,0,,255,,0;85;0,,,0,,0.7,0.4,0.1,,,删除
2,飞影-受击金色3（受击）,2128,23121,,0,0,1,1,0,,255,,0;85;0,,,0,,0.7,0.4,0.1,,,删除
2,飞影-受击普通1（受击）,2129,23106,,0,0,1,1,0,,255,,0;85;0,,,0,,0.7,0.4,0.1,,,删除
2,飞影-受击普通2（受击）,2130,23107,,0,0,1,1,0,,255,,0;85;0,,,0,,0.7,0.4,0.1,,,删除
2,飞影-受击普通3（受击）,2131,23122,,0,0,1,1,0,,255,,0;85;0,,,0,,0.7,0.4,0.1,,,删除
2,飞影-11BUFF状态（受击）,2132,23125,,0,0,1,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,飞影-男_创建角色,2133,23128,,0,1,1,1,1,,255,,,,,1,,1,1,1,,,删除
2,飞影-女_创建角色,2134,23128,,0,1,1,1,1,,255,,,,,1,,1,1,1,,,删除
2,飞影-瞬狱绝杀（瞬移前）,2135,23123,,0,1,1,0.8,1,,255,,0;85;0,,,1,,0.7,0.4,0.1,,,删除
2,飞影-杀意（BUFF）,2136,12567,,0,0,1,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,飞影-魂灭（施法字）,2137,23150,,0,0,1,1,0,,255,,0;250;0,,,1,,0.7,0.4,0.1,,,删除
2,飞影-火·刺骨（施法字）,2138,23151,,0,0,1,1,0,,255,,0;250;0,,,1,,0.7,0.4,0.1,,,删除
2,飞影-火·锁魄（施法字）,2139,23152,,0,0,1,1,0,,255,,0;250;0,,,1,,0.7,0.4,0.1,,,删除
2,飞影-火·炎狱（施法字）,2140,23153,,0,0,1,1,0,,255,,0;330;0,,,1,1,0.7,0.4,0.1,,,删除
2,飞影-杀意（施法字）,2141,23154,,0,0,1,1,0,,255,,0;250;0,,,1,,0.7,0.4,0.1,,,删除
2,飞影-星爆（施法字）,2142,23155,,0,0,1,1,0,,255,,0;250;0,,,1,,0.7,0.4,0.1,,,删除
2,飞影-影遁（施法字）,2143,23156,,0,0,1,1,0,,255,,0;250;0,,,1,,0.7,0.4,0.1,,,删除
2,飞影-影舞（施法字）,2144,23157,,0,0,1,1,0,,255,,0;250;0,,,1,,0.7,0.4,0.1,,,删除
2,飞影-杀意（BUFF）,2145,23245,,0,0,1,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,飞影-受击金色4（受击）,2146,23243,,0,0,1,1,1,,255,,0;85;0,,,0,,0.7,0.4,0.1,,,删除
2,飞影-受击普通4（受击）,2147,23244,,0,0,1,1,1,,255,,0;85;0,,,0,,0.7,0.4,0.1,,,删除
2,飞影-受击1（受击）,2148,23246,,0,0,1,1,0,,255,,0;85;0,,,0,,0.7,0.4,0.1,,,删除
1,龙武_玄宗技能光效,3,,,,,,,,,,,,,,,,,,,,,删除
2,玄冰锁链,3001,6328,,0,0,1,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,爆裂冰刺（蓄气施法）,3002,407,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,爆裂冰刺（施法）,3003,6325,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,爆裂冰刺（跟踪）,3004,6326,,0,0,1,1.2,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,九幽冥盾（BUFF）,3005,12567,,0,0,1,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,火龙吐息（施法）,3006,6486,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,寒冥幽火（击中）,3007,11197,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,寒冥幽火（跟踪）,3008,11195,,0,0,1,0.8,1,,255,,0;65;0,,,1,,0.7,0.4,0.1,,1,删除
2,寒冥幽火（施法）,3009,11196,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,天宇玄冰（施法）,3010,6512,,0,0,2,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,天宇玄冰（跟踪）,3011,6513,,0,0,1.3,0.9,0,,255,,,,,1,,0.7,0.4,0.1,,1,删除
2,冰封千里（跟踪）,3012,7632,,0,0,2,1.2,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,烈焰咒（击中）,3013,7416,,0,0,1.5,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,烈焰凤凰（蓄气）,3014,6511,,0,1,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,烈焰凤凰（预留待用）,3015,197,,0,0,1,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,烈焰凤凰（跟踪）,3016,6509,,0,0,1,1.8,1,,255,,0;70;0,,,1,,0.7,0.4,0.1,,,删除
2,火凤翔翼（击中）,3017,6510,,0,0,1,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,滔滔不绝（施法）,3018,7417,,0,0,1,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,滔滔不绝（废弃）,3019,316,,0,0,1,2,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,滔滔不绝（击中）,3020,7418,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,蚀魂劫火（施法）,3021,7637,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,蚀魂劫火（受击）,3022,7638,,0,0,2.5,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,冰寒刺骨（跟踪）,3023,7414,,0,0,1.5,1,1,,255,,0;70;0,,,1,,0.7,0.4,0.1,,1,删除
2,寒霜凝盾（BUFF）,3024,7633,,0,0,1,1,0,,255,,,,,1,,1,1,1,,,删除
2,万法护体（施法）,3025,7419,,0,0,3.5,1,0,,255,,,,,1,,1,1,1,,,删除
2,火·燃魂劫（施法）,3026,11001,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,火·燃魂劫（击中）,3027,11002,,0,0,1,0.7,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,失魂夺魄（BUFF持续）,3028,7634,,0,0,1,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,恒古冰封（施法）,3029,205,,0,0,1,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,恒古冰封（击中）,3030,7415,,0,0,1,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,烈焰焚身（新施法1）,3031,12586,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,烈焰焚身（新施法2）,3032,12587,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,烈焰焚身（新施法3）,3033,12588,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,烈焰焚身（新飞行）,3034,12585,,0,0,1,1,0,,255,,0;70;0,,,1,,0.7,0.4,0.1,,1,删除
2,烈焰焚身（新击中）,3035,12589,,0,0,1,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,灵动九天（施法）,3036,193,,0,0,1,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,通用击中,3037,4636,,0,0,1,1,0,,255,,,,,1,1,0.7,0.4,0.1,,,删除
2,寒冰宝典（施法光效）,3038,8006,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,寒冰宝典（施法字）,3039,8186,,0,0,1,1.3,0,,255,,0;-10;25,,,1,,0.7,0.4,0.1,,,删除
2,帮会祝福,3040,8007,,0,0,1,3,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,烈焰宝典（施法字）,3041,8187,,0,0,1,1.3,0,,255,,0;-10;25,,,1,,0.7,0.4,0.1,,,删除
2,恒古冰封（施法字）,3042,8764,,0,0,1.2,1,0,,255,,0;250;0,,,1,,0.7,0.4,0.1,,,删除
2,烈焰凤凰（施法字）,3043,8771,,0,0,1.2,1,0,,255,,0;250;0,,,1,,0.7,0.4,0.1,,,删除
2,灵动九天（施法字）,3044,8772,,0,0,1.2,1,0,,255,,0;250;0,,,1,,0.7,0.4,0.1,,,删除
2,失魂夺魄（施法字）,3045,8776,,0,0,1.2,1,0,,255,,0;250;0,,,1,,0.7,0.4,0.1,,,删除
2,幽冥战火（新）,3046,9012,,0,0,2,0.9,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,火凤翔翼（飞行）,3047,10443,,0,0,1.2,1,1,,255,,0;-25;0,,,1,,0.7,0.4,0.1,,,删除
2,火舞红尘（飞行）,3048,10602,,0,0,50,1.4,1,,255,,,,,1,,1,1,1,,,删除
2,冥炎无双（新）,3049,9756,,0,0,3,1.1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,朱雀临世（新）,3050,9786,,0,0,2,1.2,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,大火球（新）,3051,10632,,0,0,1,1,1,,255,,0;50;0,,,1,,0.7,0.4,0.1,,1,删除
2,火凤翔翼爆炸,3052,10444,,0,0,1,1.2,1,,255,,0;-55;0,,,1,,0.7,0.4,0.1,,,删除
2,烈焰（新飞行）,3053,4658,,0,0,1,1.5,1,,255,,30;70;0,,,1,,0.7,0.4,0.1,,1,删除
2,火击中,3054,6510,,0,0,0.5,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,净世莲火施法（新）,3055,4675,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,劫火焚天（施法新）,3056,110,,0,0,2,1.2,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,劫火焚天（跟踪新）,3057,9786,,0,0,2,1.2,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,烈焰冲击（施法新）,3058,4675,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,烈焰冲击（跟踪新）,3059,10631,,0,0,1,1,1,,255,,30;70;0,,,1,,0.7,0.4,0.1,,,删除
2,净莲妖火（施法）,3060,7419,,0,0,3.5,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,火舞红尘（击中）,3061,10868,,0,0,1,0.5,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,炎魂附体（新施法）,3062,16365,,0,0,1,1.2,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,火凤翔翼（施法）,3063,11029,,0,0,1,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,火舞红尘（施法）,3064,11015,,0,0,1,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,炎龙乱舞（新施法）,3065,11322,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,炎龙乱舞（新飞行）,3066,11325,,0,0,1,1.2,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,炎龙乱舞（新击中）,3067,11326,,0,0,1,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,焚心劫火（新施法）,3068,11417,,0,1,1,1.3,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,焚心劫火（新击中）,3069,11418,,0,1,0.8,1.3,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,梵天龙火（施法）,3070,11614,,0,1,1,1.3,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,梵天龙火（飞行）,3071,11613,,0,1,1,1.2,1,,255,,0;60;0,,,1,,0.7,0.4,0.1,,1,删除
2,梵天龙火（击中）,3072,11615,,0,1,1,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,火·烛龙降世（施法）,3073,12726,,0,1,1,1.2,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,火·烛龙降世（跟踪）,3074,12727,,0,1,1,1.1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,幽冥战火（施法）,3075,12681,,0,1,1.5,1.2,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,幽冥战火（BUFF）,3076,13782,,0,1,1,1.3,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,化影移形（新原地）,3077,12549,,0,1,2,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,化影移形（新终点）,3078,12550,,0,1,1,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,九幽冥盾（新施法）,3079,12568,,0,1,1,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,九幽冥盾（新BUFF）,3080,12567,,0,1,1,1,0,,255,,,,,1,,1,1,1,,,删除
2,火·灼心炎（新施法）,3081,12639,,0,1,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,火·灼心炎（新飞行）,3082,12638,,0,1,1,1,1,,255,,0;60;0,,,1,,0.7,0.4,0.1,,1,删除
2,火·灼心炎（新击中）,3083,12640,,0,1,1,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,莲动九天（新施法）,3084,12701,,0,1,1.4,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,莲动九天（新飞行）,3085,12700,,0,1,1,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,莲动九天（新受击）,3086,12702,,0,1,1,1,0,,255,,0;-50;0,,,1,,0.7,0.4,0.1,,,删除
2,净莲妖火（新施法）,3087,12555,,0,1,1,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,净莲妖火（新BUFF）,3088,12554,,0,1,1,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,红莲业火（施法新）,3089,12511,,0,0,1,1.1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,红莲业火（跟踪新）,3090,12510,,0,0,1,1,0,,255,,0;-40;0,,,1,,0.7,0.4,0.1,,1,删除
2,红莲业火（击中）,3091,12512,,0,0,1,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,炎星陨（跟踪新）,3092,12663,,0,0,0.85,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,炎星陨（击中新）,3093,12664,,0,0,1,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,玄宗男_创建角色,3094,22825,,0,1,1,1,1,,255,,,,,1,,1,1,1,,,删除
2,玄宗女_创建角色,3095,22825,,0,1,1,1,1,,255,,,,,1,,1,1,1,,,删除
2,流星天陨（上班版跟踪）,3096,19802,,0,0,1.2,0.5,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,繁星飞弹（上班版跟踪）,3097,20152,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,火舞红尘（上班版飞行）,3098,10602,,0,0,50,0.9,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,繁星飞弹（上班版施法）,3099,10886,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,流星天陨（修改版跟踪新）,3100,9786,,0,0,2,0.9,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,炎星陨（5次）,3101,12663,,0,0,1.1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,炎星陨（6次）,3102,12663,,0,0,1.4,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
1,龙武_修罗技能光效,4,,,,,,,,,,,,,,,,,,,,,删除
2,回血咒,4001,6391,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,斗转星移,4002,6390,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,毒云术（蓄气暂用）,4003,256,,0,1,1,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,沉魂瘴（施法）,4004,10919,,0,0,0.8,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,沉魂瘴（跟踪）,4005,11100,,0,1,1,1.15,0,,255,,,,,1,,1,1,1,,,删除
2,紫狱（施法）,4006,11120,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,紫狱（跟踪）,4007,7455,,0,1,1,1,0,,255,,,,,1,,1,1,1,,,删除
2,紫狱（BUFF）,4008,258,,0,1,1,1,0,,255,,0;30;0,,,1,,0.7,0.4,0.1,,,删除
2,洪水猛兽（施法暂用）,4009,277,,0,0,1,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,洪水猛兽（跟踪暂用）,4010,1580,,0,1,0.6,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,洪水猛兽（击中暂用）,4011,228,,0,0,1,1,0,,255,,0;70;0,,,1,,0.7,0.4,0.1,,,删除
2,毒影术（施法）,4012,7727,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,毒影术（废弃）,4013,270,,0,0,1,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,毒影术（击中）,4014,7728,,0,0,1,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,土·惊魂（施法）,4015,11036,,0,0,1,1.5,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,土·惊魂（跟踪）,4016,11035,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,1,删除
2,土·惊魂（击中）,4017,11037,,0,0,1,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,附骨冥咒（施法）,4018,7729,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,附骨冥咒（废弃）,4019,270,,0,0,1,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,附骨冥咒（击中）,4020,7730,,0,0,1.12,1,0,,255,,,,,1,,0.7,0.4,0.1,,1,删除
2,魂飞天外（蓄气）,4021,7737,,0,0,1,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,魂飞天外（废弃）,4022,278,,0,0,1,2,0,,255,,0;50;0,,,1,,0.7,0.4,0.1,,,删除
2,魂飞天外（跟踪）,4023,7735,,0,0,1,1,1,,255,,0;70;0,,,1,,0.7,0.4,0.1,,1,删除
2,魂飞天外（击中）,4024,7736,,0,0,1,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,天魔化身（新施法）,4025,16350,,0,0,1,1.2,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,失魂引（新施法）,4026,11432,,0,0,1,1.3,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
